permutation with time shift,react,from,to,corresponds to transition
"(2,1);(1,0)",mov,508,392,3851
"(1,0);(2,1)",mov,508,475,3852
"(1,0);(2,1)",stay,508,508,3853
"(1,1);(2,0)",stay,508,508,3854
"(2,1);(1,0)",mov,508,506,3855
"(2,0);(1,1)",mov,508,507,3856
"(1,0);(2,2)",get2,509,532,3857
"(1,1);(2,0)",mov,509,433,3858
"(1,0);(2,1)",mov,509,426,3859
"(1,0);(2,1)",stay,509,509,3860
"(1,1);(2,0)",stay,509,509,3861
"(1,1);(2,0)",mov,509,511,3862
"(1,1);(2,0)",mov,509,454,3863
"(2,1);(1,0)",mov,509,453,3864
"(2,1);(1,0)",mov,509,447,3865
"(1,1);(2,0)",mov,510,555,3866
"(1,0);(2,1)",get1,510,545,3867
"(2,0);(1,1)",mov,510,430,3868
"(2,1);(1,0)",mov,510,429,3869
"(1,1);(2,0)",stay,510,510,3870
"(1,0);(2,1)",stay,510,510,3871
"(1,1);(2,0)",mov,510,512,3872
"(1,1);(2,0)",mov,510,456,3873
"(1,0);(2,1)",mov,510,450,3874
"(2,1);(1,0)",mov,510,451,3875
"(2,0);(1,1)",mov,511,554,3876
"(1,0);(2,2)",get2,511,530,3877
"(1,1);(2,0)",mov,511,433,3878
"(2,1);(1,0)",mov,511,431,3879
"(1,0);(2,1)",stay,511,511,3880
"(1,1);(2,0)",stay,511,511,3881
"(1,1);(2,0)",mov,511,454,3882
"(2,1);(1,0)",mov,511,455,3883
"(1,1);(2,0)",mov,511,509,3884
"(2,1);(1,0)",mov,511,449,3885
"(2,0);(1,3)",set2,512,558,3886
"(1,0);(2,1)",get1,512,549,3887
"(1,0);(2,1)",mov,512,427,3888
"(2,0);(1,1)",mov,512,430,3889
"(1,1);(2,0)",stay,512,512,3890
"(1,0);(2,1)",stay,512,512,3891
"(1,1);(2,0)",mov,512,510,3892
"(1,0);(2,1)",mov,512,448,3893
"(2,1);(1,0)",mov,512,452,3894
"(1,1);(2,0)",mov,512,456,3895
"(1,0);(2,1)",mov,501,556,3896
"(1,0);(2,1)",mov,501,557,3897
"(1,1);(2,0)",mov,501,536,3898
"(1,0);(2,1)",mov,501,521,3899
"(1,0);(2,1)",stay,501,501,3900
"(1,1);(2,0)",stay,501,501,3901
"(2,2);(1,0)",get2,502,535,3902
"(2,1);(1,0)",mov,502,499,3903
"(1,1);(2,0)",mov,502,436,3904
"(1,1);(2,0)",stay,502,502,3905
"(1,0);(2,1)",stay,502,502,3906
"(1,0);(2,1)",mov,502,441,3907
"(1,0);(2,1)",mov,502,439,3908
"(2,1);(1,0)",get1,503,524,3909
"(2,1);(1,0)",mov,503,497,3910
"(1,1);(2,0)",mov,503,437,3911
"(1,0);(2,1)",stay,503,503,3912
"(1,1);(2,0)",stay,503,503,3913
"(2,1);(1,0)",mov,503,440,3914
"(2,1);(1,0)",mov,503,438,3915
"(2,2);(1,0)",get2,504,548,3916
"(1,1);(2,0)",mov,504,534,3917
"(2,1);(1,0)",mov,504,399,3918
"(2,0);(1,1)",mov,504,397,3919
"(1,0);(2,1)",stay,504,504,3920
"(1,1);(2,0)",stay,504,504,3921
"(2,1);(1,0)",mov,504,445,3922
"(2,0);(1,1)",mov,504,505,3923
"(1,0);(2,1)",mov,504,442,3924
"(1,1);(2,0)",mov,504,443,3925
"(2,0);(1,2)",get2,505,547,3926
"(1,0);(2,1)",mov,505,397,3927
"(1,1);(2,0)",mov,505,398,3928
"(1,0);(2,1)",stay,505,505,3929
"(1,1);(2,0)",stay,505,505,3930
"(2,1);(1,0)",mov,505,443,3931
"(2,1);(1,0)",mov,505,504,3932
"(2,0);(1,1)",mov,505,446,3933
"(2,0);(1,1)",mov,505,444,3934
"(1,1);(2,0)",mov,506,558,3935
"(2,1);(1,0)",mov,506,559,3936
"(1,0);(2,1)",mov,506,528,3937
"(1,1);(2,0)",mov,506,475,3938
"(1,0);(2,1)",stay,506,506,3939
"(1,1);(2,0)",stay,506,506,3940
"(2,1);(1,0)",mov,506,507,3941
"(2,0);(1,1)",mov,506,508,3942
"(2,1);(1,0)",mov,495,554,3943
"(1,0);(2,1)",mov,495,425,3944
"(2,0);(1,1)",mov,495,431,3945
"(1,1);(2,0)",stay,495,495,3946
"(1,0);(2,1)",stay,495,495,3947
"(1,0);(2,1)",mov,495,498,3948
"(2,1);(1,0)",mov,495,499,3949
"(1,0);(2,1)",mov,496,555,3950
"(1,0);(2,1)",mov,496,424,3951
"(2,0);(1,1)",mov,496,429,3952
"(1,1);(2,0)",stay,496,496,3953
"(1,0);(2,1)",stay,496,496,3954
"(1,0);(2,1)",mov,496,500,3955
"(2,1);(1,0)",mov,496,497,3956
"(2,0);(1,1)",mov,497,555,3957
"(1,0);(2,1)",stay,497,497,3958
"(1,1);(2,0)",stay,497,497,3959
"(2,0);(1,1)",mov,497,496,3960
"(2,0);(1,1)",mov,497,500,3961
"(1,0);(2,1)",mov,497,451,3962
"(2,1);(1,0)",mov,498,554,3963
"(1,0);(2,1)",stay,498,498,3964
"(1,1);(2,0)",stay,498,498,3965
"(2,1);(1,0)",mov,498,499,3966
"(1,0);(2,1)",mov,498,495,3967
"(2,0);(1,1)",mov,498,449,3968
"(1,1);(2,0)",mov,499,554,3969
"(1,0);(2,1)",stay,499,499,3970
"(1,1);(2,0)",stay,499,499,3971
"(2,0);(1,1)",mov,499,495,3972
"(2,0);(1,1)",mov,499,498,3973
"(1,0);(2,1)",mov,499,455,3974
"(1,0);(2,1)",mov,500,555,3975
"(1,0);(2,1)",stay,500,500,3976
"(1,1);(2,0)",stay,500,500,3977
"(1,0);(2,1)",mov,500,496,3978
"(2,1);(1,0)",mov,500,497,3979
"(1,1);(2,0)",mov,500,450,3980
"(1,0);(2,1)",mov,489,411,3981
"(2,0);(1,1)",mov,489,411,3982
"(1,0);(2,1)",stay,489,489,3983
"(2,0);(1,1)",stay,489,489,3984
"(1,0);(2,1)",mov,490,412,3985
"(2,0);(1,1)",mov,490,412,3986
"(1,0);(2,1)",stay,490,490,3987
"(2,0);(1,1)",stay,490,490,3988
"(2,1);(1,0)",mov,491,567,3989
"(2,1);(1,0)",mov,491,553,3990
"(2,1);(1,0)",mov,491,550,3991
"(2,0);(1,1)",mov,491,524,3992
"(1,1);(2,0)",mov,491,487,3993
"(1,0);(2,1)",stay,491,491,3994
"(1,1);(2,0)",stay,491,491,3995
"(1,1);(2,0)",mov,491,493,3996
"(2,0);(1,1)",mov,491,464,3997
"(1,0);(2,1)",mov,492,567,3998
"(1,0);(2,1)",mov,492,552,3999
"(2,1);(1,0)",mov,492,544,4000
"(1,1);(2,0)",mov,492,526,4001
"(1,1);(2,0)",mov,492,488,4002
"(1,0);(2,1)",stay,492,492,4003
"(1,1);(2,0)",stay,492,492,4004
"(1,1);(2,0)",mov,492,494,4005
"(1,1);(2,0)",mov,492,464,4006
"(1,0);(2,1)",mov,493,568,4007
"(2,1);(1,0)",mov,493,552,4008
"(2,1);(1,0)",mov,493,546,4009
"(2,0);(1,3)",set2,493,537,4010
"(1,1);(2,0)",mov,493,487,4011
"(1,0);(2,1)",stay,493,493,4012
"(1,1);(2,0)",stay,493,493,4013
"(1,1);(2,0)",mov,493,491,4014
"(2,0);(1,1)",mov,493,464,4015
"(2,1);(1,0)",mov,494,568,4016
"(1,0);(2,1)",mov,494,553,4017
"(1,0);(2,1)",mov,494,543,4018
"(1,1);(2,0)",mov,494,488,4019
"(1,0);(2,1)",stay,494,494,4020
"(1,1);(2,0)",stay,494,494,4021
"(1,1);(2,0)",mov,494,492,4022
"(1,1);(2,0)",mov,494,464,4023
"(1,0);(2,1)",mov,483,401,4024
"(2,0);(1,1)",mov,483,405,4025
"(1,0);(2,1)",stay,483,483,4026
"(1,1);(2,0)",stay,483,483,4027
"(1,0);(2,1)",mov,484,527,4028
"(1,0);(2,1)",stay,484,484,4029
"(1,1);(2,0)",stay,484,484,4030
"(1,0);(2,1)",mov,484,418,4031
"(1,0);(2,1)",mov,484,420,4032
"(2,1);(1,0)",mov,484,419,4033
"(1,1);(2,0)",mov,484,459,4034
"(2,0);(1,1)",mov,485,561,4035
"(1,0);(2,1)",mov,485,541,4036
"(1,0);(2,1)",mov,485,540,4037
"(1,0);(2,1)",mov,485,542,4038
"(1,0);(2,1)",stay,485,485,4039
"(1,1);(2,0)",stay,485,485,4040
"(1,0);(2,1)",mov,486,423,4041
"(2,0);(1,1)",mov,486,423,4042
"(1,0);(2,1)",stay,486,486,4043
"(2,0);(1,1)",stay,486,486,4044
"(1,0);(2,1)",mov,487,566,4045
"(1,1);(2,0)",mov,487,549,4046
"(2,1);(1,0)",mov,487,543,4047
"(1,1);(2,0)",mov,487,545,4048
"(1,0);(2,1)",mov,487,544,4049
"(1,0);(2,1)",stay,487,487,4050
"(1,1);(2,0)",stay,487,487,4051
"(1,1);(2,0)",mov,487,516,4052
"(2,1);(1,0)",mov,488,566,4053
"(1,2);(2,0)",set1,488,562,4054
"(1,1);(2,0)",mov,488,547,4055
"(1,0);(2,1)",mov,488,546,4056
"(2,0);(1,1)",mov,488,548,4057
"(1,0);(2,1)",mov,488,550,4058
"(1,0);(2,1)",stay,488,488,4059
"(1,1);(2,0)",stay,488,488,4060
"(2,0);(1,1)",mov,488,516,4061
"(1,0);(2,1)",mov,477,534,4062
"(1,0);(2,1)",stay,477,477,4063
"(1,1);(2,0)",stay,477,477,4064
"(2,1);(1,0)",mov,477,479,4065
"(2,1);(1,0)",mov,477,478,4066
"(2,0);(1,1)",mov,477,445,4067
"(2,0);(1,1)",mov,478,534,4068
"(1,0);(2,1)",stay,478,478,4069
"(1,1);(2,0)",stay,478,478,4070
"(1,1);(2,0)",mov,478,479,4071
"(2,0);(1,1)",mov,478,477,4072
"(2,1);(1,0)",mov,478,442,4073
"(2,0);(1,1)",mov,479,534,4074
"(1,0);(2,1)",mov,479,399,4075
"(2,0);(1,1)",mov,479,403,4076
"(1,0);(2,1)",stay,479,479,4077
"(1,1);(2,0)",stay,479,479,4078
"(2,0);(1,1)",mov,479,477,4079
"(1,1);(2,0)",mov,479,478,4080
"(1,0);(2,1)",mov,480,407,4081
"(2,0);(1,1)",mov,480,407,4082
"(1,0);(2,1)",stay,480,480,4083
"(2,0);(1,1)",stay,480,480,4084
"(1,0);(2,2)",get2,481,526,4085
"(1,0);(2,1)",mov,481,477,4086
"(1,0);(2,1)",stay,481,481,4087
"(1,1);(2,0)",stay,481,481,4088
"(1,0);(2,1)",mov,481,413,4089
"(1,0);(2,1)",mov,481,414,4090
"(2,0);(1,1)",mov,481,415,4091
"(2,0);(1,1)",mov,482,402,4092
"(1,0);(2,1)",mov,482,404,4093
"(1,0);(2,1)",stay,482,482,4094
"(1,1);(2,0)",stay,482,482,4095
"(1,0);(2,1)",stay,471,471,4096
"(2,0);(1,1)",stay,471,471,4097
"(2,1);(1,0)",mov,471,407,4098
"(1,1);(2,0)",mov,471,407,4099
"(1,1);(2,0)",mov,471,519,4100
"(2,1);(1,0)",mov,471,519,4101
"(1,1);(2,0)",mov,471,463,4102
"(2,1);(1,0)",mov,471,463,4103
"(2,0);(1,1)",mov,471,462,4104
"(1,0);(2,1)",mov,471,462,4105
"(1,0);(2,1)",stay,472,472,4106
"(2,0);(1,1)",stay,472,472,4107
"(1,1);(2,0)",mov,472,462,4108
"(2,1);(1,0)",mov,472,462,4109
"(2,0);(1,1)",mov,472,518,4110
"(1,0);(2,1)",mov,472,518,4111
"(2,0);(1,1)",mov,472,461,4112
"(1,0);(2,1)",mov,472,461,4113
"(1,0);(2,1)",stay,473,473,4114
"(2,0);(1,1)",stay,473,473,4115
"(2,0);(1,1)",mov,473,463,4116
"(1,0);(2,1)",mov,473,463,4117
"(1,1);(2,0)",mov,473,461,4118
"(2,1);(1,0)",mov,473,461,4119
"(2,1);(1,0)",mov,473,517,4120
"(1,1);(2,0)",mov,473,517,4121
"(2,1);(1,0)",mov,474,527,4122
"(1,0);(2,1)",stay,474,474,4123
"(1,1);(2,0)",stay,474,474,4124
"(1,0);(2,1)",mov,474,408,4125
"(2,1);(1,0)",mov,474,409,4126
"(1,0);(2,1)",mov,474,410,4127
"(2,0);(1,1)",mov,474,459,4128
"(1,1);(2,0)",mov,475,558,4129
"(2,1);(1,0)",mov,475,558,4130
"(1,1);(2,0)",stay,475,475,4131
"(2,1);(1,0)",stay,475,475,4132
"(1,1);(2,0)",mov,475,506,4133
"(2,1);(1,0)",mov,475,506,4134
"(1,0);(2,1)",mov,475,508,4135
"(2,0);(1,1)",mov,475,508,4136
"(1,0);(2,1)",mov,476,564,4137
"(2,0);(1,3)",set2,476,563,4138
"(1,1);(2,0)",mov,476,530,4139
"(1,1);(2,0)",mov,476,532,4140
"(2,1);(1,0)",mov,476,533,4141
"(2,1);(1,0)",mov,476,531,4142
"(1,0);(2,1)",stay,476,476,4143
"(1,1);(2,0)",stay,476,476,4144
"(2,0);(1,1)",mov,476,515,4145
"(1,0);(2,1)",mov,465,551,4146
"(1,1);(2,0)",mov,465,529,4147
"(1,0);(2,1)",stay,465,465,4148
"(1,1);(2,0)",stay,465,465,4149
"(1,0);(2,1)",mov,465,466,4150
"(1,0);(2,1)",mov,465,391,4151
"(1,0);(2,1)",mov,465,392,4152
"(2,0);(1,1)",mov,466,560,4153
"(1,0);(2,1)",get1,466,522,4154
"(1,0);(2,1)",stay,466,466,4155
"(1,1);(2,0)",stay,466,466,4156
"(1,0);(2,1)",mov,466,465,4157
"(1,0);(2,1)",mov,466,391,4158
"(1,0);(2,1)",mov,466,392,4159
"(1,0);(2,1)",mov,467,565,4160
"(1,0);(2,1)",stay,467,467,4161
"(1,1);(2,0)",stay,467,467,4162
"(1,0);(2,1)",mov,467,394,4163
"(1,0);(2,1)",mov,467,395,4164
"(2,1);(1,0)",mov,467,393,4165
"(2,0);(1,1)",mov,467,458,4166
"(2,1);(1,0)",stay,468,468,4167
"(1,1);(2,0)",stay,468,468,4168
"(2,1);(1,0)",mov,468,423,4169
"(1,1);(2,0)",mov,468,423,4170
"(1,0);(2,1)",mov,468,507,4171
"(2,0);(1,1)",mov,468,507,4172
"(2,0);(1,1)",mov,468,513,4173
"(1,0);(2,1)",mov,468,513,4174
"(2,1);(1,0)",mov,468,457,4175
"(1,1);(2,0)",mov,468,457,4176
"(1,0);(2,1)",mov,469,538,4177
"(1,0);(2,1)",mov,469,531,4178
"(2,1);(1,0)",mov,469,523,4179
"(1,0);(2,1)",stay,469,469,4180
"(1,1);(2,0)",stay,469,469,4181
"(1,1);(2,0)",mov,469,470,4182
"(1,1);(2,0)",mov,469,476,4183
"(2,0);(1,1)",mov,469,421,4184
"(1,0);(2,1)",mov,470,539,4185
"(2,0);(1,1)",mov,470,535,4186
"(1,0);(2,1)",mov,470,533,4187
"(1,0);(2,1)",mov,470,523,4188
"(1,0);(2,1)",stay,470,470,4189
"(1,1);(2,0)",stay,470,470,4190
"(1,1);(2,0)",mov,470,469,4191
"(1,1);(2,0)",mov,470,476,4192
"(2,0);(1,1)",mov,470,421,4193
"(1,1);(2,0)",get1,560,600,4194
"(2,1);(1,0)",mov,560,585,4195
"(2,1);(1,0)",mov,560,466,4196
"(1,1);(2,0)",mov,560,529,4197
"(1,0);(2,1)",stay,560,560,4198
"(1,1);(2,0)",stay,560,560,4199
"(1,0);(2,1)",mov,560,559,4200
"(1,0);(2,1)",mov,560,558,4201
"(1,1);(2,0)",mov,560,508,4202
"(2,0);(1,1)",mov,560,507,4203
"(2,0);(1,1)",mov,561,609,4204
"(2,0);(1,1)",mov,561,607,4205
"(1,1);(2,0)",mov,561,603,4206
"(1,0);(2,1)",mov,561,604,4207
"(2,1);(1,0)",mov,561,485,4208
"(1,0);(2,1)",stay,561,561,4209
"(1,1);(2,0)",stay,561,561,4210
"(2,1);(1,0)",mov,561,562,4211
"(1,0);(2,1)",mov,561,563,4212
"(1,0);(2,1)",mov,562,605,4213
"(2,1);(1,0)",mov,562,606,4214
"(1,0);(2,1)",mov,562,602,4215
"(2,0);(1,1)",mov,562,604,4216
"(1,0);(2,1)",stay,562,562,4217
"(1,1);(2,0)",stay,562,562,4218
"(2,0);(1,1)",mov,562,561,4219
"(2,0);(1,1)",mov,562,563,4220
"(1,1);(2,0)",mov,563,608,4221
"(1,1);(2,0)",mov,563,610,4222
"(1,0);(2,1)",mov,563,604,4223
"(1,1);(2,0)",mov,563,601,4224
"(1,0);(2,1)",stay,563,563,4225
"(1,1);(2,0)",stay,563,563,4226
"(1,0);(2,1)",mov,563,561,4227
"(2,1);(1,0)",mov,563,562,4228
"(1,0);(2,3)",set2,564,601,4229
"(2,0);(1,3)",set2,564,601,4230
"(1,1);(2,0)",mov,564,531,4231
"(2,1);(1,0)",mov,564,531,4232
"(2,1);(1,0)",mov,564,533,4233
"(1,1);(2,0)",mov,564,533,4234
"(1,0);(2,1)",mov,564,476,4235
"(2,0);(1,1)",mov,564,476,4236
"(1,0);(2,1)",stay,564,564,4237
"(2,0);(1,1)",stay,564,564,4238
"(1,0);(2,1)",mov,565,467,4239
"(2,0);(1,1)",mov,565,467,4240
"(1,0);(2,1)",stay,565,565,4241
"(2,0);(1,1)",stay,565,565,4242
"(2,2);(1,0)",set1,566,602,4243
"(2,1);(1,0)",mov,566,543,4244
"(2,0);(1,1)",mov,566,546,4245
"(2,0);(1,1)",mov,566,488,4246
"(1,0);(2,1)",mov,566,487,4247
"(1,0);(2,1)",mov,566,544,4248
"(2,0);(1,1)",mov,566,550,4249
"(1,0);(2,1)",stay,566,566,4250
"(1,1);(2,0)",stay,566,566,4251
"(1,1);(2,0)",mov,567,581,4252
"(2,1);(1,0)",mov,567,579,4253
"(2,1);(1,0)",mov,567,544,4254
"(1,1);(2,0)",mov,567,550,4255
"(1,1);(2,0)",mov,567,553,4256
"(1,0);(2,1)",mov,567,552,4257
"(1,0);(2,1)",mov,567,492,4258
"(2,0);(1,1)",mov,567,491,4259
"(1,0);(2,1)",stay,567,567,4260
"(1,1);(2,0)",stay,567,567,4261
"(1,3);(2,0)",set2,568,574,4262
"(2,1);(1,0)",mov,568,546,4263
"(2,0);(1,1)",mov,568,543,4264
"(2,0);(1,1)",mov,568,553,4265
"(2,1);(1,0)",mov,568,552,4266
"(1,0);(2,1)",mov,568,493,4267
"(2,0);(1,1)",mov,568,494,4268
"(1,0);(2,1)",stay,568,568,4269
"(1,1);(2,0)",stay,568,568,4270
"(1,0);(2,1)",get1,555,591,4271
"(1,0);(2,1)",stay,555,555,4272
"(1,1);(2,0)",stay,555,555,4273
"(1,0);(2,1)",mov,555,496,4274
"(2,1);(1,0)",mov,555,497,4275
"(1,0);(2,1)",mov,555,500,4276
"(1,1);(2,0)",mov,555,510,4277
"(2,1);(1,0)",mov,556,576,4278
"(2,0);(1,1)",mov,556,573,4279
"(1,0);(2,1)",mov,556,521,4280
"(1,0);(2,1)",stay,556,556,4281
"(1,1);(2,0)",stay,556,556,4282
"(1,0);(2,1)",mov,556,501,4283
"(1,0);(2,1)",mov,556,557,4284
"(2,0);(1,1)",mov,557,589,4285
"(1,0);(2,1)",mov,557,521,4286
"(1,0);(2,1)",stay,557,557,4287
"(1,1);(2,0)",stay,557,557,4288
"(1,0);(2,1)",mov,557,556,4289
"(1,0);(2,1)",mov,557,501,4290
"(2,0);(1,1)",get1,558,599,4291
"(1,0);(2,1)",mov,558,585,4292
"(1,1);(2,0)",mov,558,475,4293
"(1,0);(2,1)",stay,558,558,4294
"(1,1);(2,0)",stay,558,558,4295
"(1,0);(2,1)",mov,558,560,4296
"(1,0);(2,1)",mov,558,559,4297
"(2,0);(1,1)",mov,558,508,4298
"(1,1);(2,0)",mov,558,506,4299
"(2,0);(1,1)",get1,559,597,4300
"(2,1);(1,0)",mov,559,585,4301
"(1,1);(2,0)",mov,559,528,4302
"(1,0);(2,1)",stay,559,559,4303
"(1,1);(2,0)",stay,559,559,4304
"(1,0);(2,1)",mov,559,558,4305
"(1,0);(2,1)",mov,559,560,4306
"(1,1);(2,0)",mov,559,507,4307
"(2,0);(1,1)",mov,559,506,4308
"(2,0);(1,1)",mov,550,614,4309
"(1,2);(2,0)",set1,550,605,4310
"(2,0);(1,1)",mov,550,594,4311
"(2,1);(1,0)",mov,550,592,4312
"(1,0);(2,1)",stay,550,550,4313
"(1,1);(2,0)",stay,550,550,4314
"(1,0);(2,1)",mov,550,546,4315
"(2,0);(1,1)",mov,550,545,4316
"(1,0);(2,1)",mov,550,488,4317
"(2,1);(1,0)",mov,550,566,4318
"(1,0);(2,1)",mov,551,465,4319
"(2,0);(1,1)",mov,551,465,4320
"(1,0);(2,1)",stay,551,551,4321
"(2,0);(1,1)",stay,551,551,4322
"(2,3);(1,0)",set2,552,590,4323
"(1,1);(2,0)",mov,552,582,4324
"(2,1);(1,0)",mov,552,544,4325
"(1,1);(2,0)",mov,552,546,4326
"(1,0);(2,1)",stay,552,552,4327
"(1,1);(2,0)",stay,552,552,4328
"(2,0);(1,1)",mov,552,493,4329
"(1,0);(2,1)",mov,552,492,4330
"(1,0);(2,1)",mov,552,567,4331
"(2,0);(1,1)",mov,552,568,4332
"(2,1);(1,0)",mov,553,580,4333
"(1,0);(2,1)",mov,553,543,4334
"(1,1);(2,0)",mov,553,550,4335
"(1,0);(2,1)",stay,553,553,4336
"(1,1);(2,0)",stay,553,553,4337
"(2,0);(1,1)",mov,553,491,4338
"(1,0);(2,1)",mov,553,494,4339
"(1,1);(2,0)",mov,553,567,4340
"(2,1);(1,0)",mov,553,568,4341
"(2,0);(1,2)",get2,554,571,4342
"(1,0);(2,1)",stay,554,554,4343
"(1,1);(2,0)",stay,554,554,4344
"(2,0);(1,1)",mov,554,495,4345
"(1,1);(2,0)",mov,554,499,4346
"(2,0);(1,1)",mov,554,498,4347
"(2,1);(1,0)",mov,554,511,4348
"(1,0);(2,1)",mov,545,614,4349
"(1,0);(2,1)",mov,545,594,4350
"(1,1);(2,0)",mov,545,591,4351
"(1,0);(2,1)",stay,545,545,4352
"(1,1);(2,0)",stay,545,545,4353
"(2,1);(1,0)",mov,545,550,4354
"(1,1);(2,0)",mov,545,549,4355
"(1,1);(2,0)",mov,545,487,4356
"(1,1);(2,0)",mov,545,516,4357
"(1,1);(2,0)",mov,546,613,4358
"(2,0);(1,2)",set1,546,606,4359
"(2,3);(1,0)",set2,546,596,4360
"(1,1);(2,0)",mov,546,595,4361
"(1,0);(2,1)",stay,546,546,4362
"(1,1);(2,0)",stay,546,546,4363
"(1,0);(2,1)",mov,546,550,4364
"(2,0);(1,1)",mov,546,549,4365
"(1,0);(2,1)",mov,546,488,4366
"(2,1);(1,0)",mov,546,566,4367
"(1,0);(2,1)",mov,547,613,4368
"(2,1);(1,0)",mov,547,594,4369
"(1,0);(2,1)",stay,547,547,4370
"(1,1);(2,0)",stay,547,547,4371
"(1,0);(2,1)",mov,547,543,4372
"(2,0);(1,1)",mov,547,548,4373
"(1,1);(2,0)",mov,547,488,4374
"(2,0);(1,1)",mov,547,516,4375
"(1,1);(2,0)",mov,548,614,4376
"(2,0);(1,1)",mov,548,595,4377
"(1,0);(2,1)",mov,548,583,4378
"(1,0);(2,1)",stay,548,548,4379
"(1,1);(2,0)",stay,548,548,4380
"(1,1);(2,0)",mov,548,544,4381
"(2,1);(1,0)",mov,548,488,4382
"(2,1);(1,0)",mov,548,547,4383
"(1,0);(2,1)",mov,548,516,4384
"(2,1);(1,0)",mov,549,613,4385
"(1,3);(2,0)",set2,549,599,4386
"(2,1);(1,0)",mov,549,595,4387
"(1,0);(2,1)",stay,549,549,4388
"(1,1);(2,0)",stay,549,549,4389
"(2,1);(1,0)",mov,549,546,4390
"(1,1);(2,0)",mov,549,545,4391
"(1,1);(2,0)",mov,549,487,4392
"(1,1);(2,0)",mov,549,516,4393
"(1,1);(2,0)",mov,540,609,4394
"(1,0);(2,1)",stay,540,540,4395
"(1,1);(2,0)",stay,540,540,4396
"(1,0);(2,1)",mov,540,542,4397
"(1,0);(2,1)",mov,540,541,4398
"(1,0);(2,1)",mov,540,485,4399
"(1,1);(2,0)",mov,541,607,4400
"(1,0);(2,3)",set2,541,569,4401
"(1,0);(2,1)",stay,541,541,4402
"(1,1);(2,0)",stay,541,541,4403
"(1,0);(2,1)",mov,541,542,4404
"(1,0);(2,1)",mov,541,540,4405
"(1,0);(2,1)",mov,541,485,4406
"(2,0);(1,1)",mov,542,603,4407
"(2,1);(1,0)",mov,542,593,4408
"(1,0);(2,1)",stay,542,542,4409
"(1,1);(2,0)",stay,542,542,4410
"(1,0);(2,1)",mov,542,541,4411
"(1,0);(2,1)",mov,542,485,4412
"(1,0);(2,1)",mov,542,540,4413
"(1,0);(2,1)",mov,543,613,4414
"(2,1);(1,0)",mov,543,594,4415
"(1,0);(2,1)",stay,543,543,4416
"(1,1);(2,0)",stay,543,543,4417
"(1,0);(2,1)",mov,543,547,4418
"(2,0);(1,1)",mov,543,487,4419
"(2,0);(1,1)",mov,543,544,4420
"(2,0);(1,1)",mov,543,566,4421
"(1,1);(2,0)",mov,544,614,4422
"(2,0);(1,1)",mov,544,595,4423
"(2,1);(1,0)",mov,544,584,4424
"(1,0);(2,1)",stay,544,544,4425
"(1,1);(2,0)",stay,544,544,4426
"(2,1);(1,0)",mov,544,543,4427
"(1,1);(2,0)",mov,544,548,4428
"(1,0);(2,1)",mov,544,487,4429
"(1,0);(2,1)",mov,544,566,4430
"(2,0);(1,1)",mov,535,587,4431
"(1,1);(2,0)",mov,535,588,4432
"(1,1);(2,0)",mov,535,572,4433
"(2,1);(1,0)",mov,535,470,4434
"(1,0);(2,1)",stay,535,535,4435
"(1,1);(2,0)",stay,535,535,4436
"(1,1);(2,0)",mov,536,597,4437
"(2,1);(1,0)",mov,536,598,4438
"(2,1);(1,0)",mov,536,589,4439
"(2,0);(1,1)",mov,536,575,4440
"(2,1);(1,0)",mov,536,573,4441
"(1,0);(2,1)",stay,536,536,4442
"(1,1);(2,0)",stay,536,536,4443
"(2,0);(1,1)",mov,536,537,4444
"(1,1);(2,0)",mov,536,501,4445
"(2,0);(1,1)",mov,537,596,4446
"(2,1);(1,0)",mov,537,597,4447
"(2,0);(1,1)",mov,537,590,4448
"(1,0);(2,1)",mov,537,575,4449
"(2,0);(1,1)",mov,537,574,4450
"(1,0);(2,1)",stay,537,537,4451
"(1,1);(2,0)",stay,537,537,4452
"(2,1);(1,0)",mov,537,536,4453
"(2,1);(1,0)",mov,538,523,4454
"(1,1);(2,0)",mov,538,523,4455
"(1,0);(2,1)",mov,538,469,4456
"(2,0);(1,1)",mov,538,469,4457
"(2,0);(1,1)",mov,538,531,4458
"(1,0);(2,1)",mov,538,531,4459
"(1,0);(2,1)",stay,538,538,4460
"(2,0);(1,1)",stay,538,538,4461
"(2,1);(1,0)",mov,539,587,4462
"(1,1);(2,0)",mov,539,587,4463
"(1,0);(2,1)",mov,539,470,4464
"(2,0);(1,1)",mov,539,470,4465
"(2,0);(1,1)",mov,539,523,4466
"(1,0);(2,1)",mov,539,523,4467
"(2,0);(1,1)",mov,539,533,4468
"(1,0);(2,1)",mov,539,533,4469
"(1,0);(2,1)",stay,539,539,4470
"(2,0);(1,1)",stay,539,539,4471
"(1,0);(2,1)",mov,530,612,4472
"(1,0);(2,1)",mov,530,586,4473
"(1,1);(2,0)",mov,530,571,4474
"(1,0);(2,1)",stay,530,530,4475
"(1,1);(2,0)",stay,530,530,4476
"(1,0);(2,1)",mov,530,533,4477
"(1,1);(2,0)",mov,530,532,4478
"(1,1);(2,0)",mov,530,476,4479
"(2,0);(1,1)",mov,530,515,4480
"(1,0);(2,1)",mov,531,611,4481
"(1,0);(2,3)",set2,531,608,4482
"(2,1);(1,0)",mov,531,586,4483
"(1,0);(2,1)",stay,531,531,4484
"(1,1);(2,0)",stay,531,531,4485
